Decentralized Trajectory Planning for Formation Flight in Unknown and Dense Environments,"Zeng, Jianxin; Wang, Yaonan; Miao, Zhiqiang; He, Wei; Wang, Hesheng",,
Large-scale Deployment of Vision-based Tactile Sensors on Multi-fingered Grippers,"Wang, Meng; Li, Wanlin; Liang, Hao; Li, Boren; Althoefer, Kaspar; Su, Yao; Liu, Hangxin",https://arxiv.org/abs/2408.02206,"Vision-based Tactile Sensors (VBTSs) show significant promise in that they can leverage image measurements to provide high-spatial-resolution human-like performance. However, current VBTS designs, typically confined to the fingertips of robotic grippers, prove somewhat inadequate, as many grasping and manipulation tasks require multiple contact points with the object. With an end goal of enabling large-scale, multi-surface tactile sensing via VBTSs, our research (i) develops a synchronized image acquisition system with minimal latency,(ii) proposes a modularized VBTS design for easy integration into finger phalanges, and (iii) devises a zero-shot calibration approach to improve data efficiency in the simultaneous calibration of multiple VBTSs. In validating the system within a miniature 3-fingered robotic gripper equipped with 7 VBTSs we demonstrate improved tactile perception performance by covering the contact surfaces of both gripper fingers and palm. Additionally, we show that our VBTS design can be seamlessly integrated into various end-effector morphologies significantly reducing the data requirements for calibration."
Beyond Success: Quantifying Quality of Task Execution for Improved Learning from Demonstration,"Bilal, Muhammad; Lipovetzky, Nir; Oetomo, Denny; Johal, Wafa",,
Local Linearity is All You Need (in Data Driven Teleoperation),"Przystupa, Michael; Gidel, Gauthier; Taylor, Matthew; Jagersand, Martin; Piater, Justus; Tosatto, Samuele",,
FBG-based Shape-Sensing to Enable Lateral Deflection Methods of Autonomous Needle Insertion,"Lezcano, Dimitri A.; Iordachita, Ioan Iulian; Kim, Jin Seob",,
Archie Jnr: A Robotic Platform for Autonomous Cane Pruning of Grapevines,"Williams, Henry; Smith, David Anthony James; Shahabi, Jalil; Gee, Trevor; Qureshi, Ans; McGuinness, Benjamin John; Harvey, Scott; Downes, Catherine; Jangali, Rahul; Black, Kale; Lim, Shen Hin; Duke, Mike; MacDonald, Bruce",,
Swiss DINO: Efficient and Versatile Vision Framework for On-Device Personal Object Search,"Paramonov, Kirill; Zhong, Jia-Xing; Michieli, Umberto; Moon, Jijoong; Ozay, Mete",https://arxiv.org/abs/2407.07541,"In this paper, we address a recent trend in robotic home appliances to include vision systems on personal devices, capable of personalizing the appliances on the fly. In particular, we formulate and address an important technical task of personal object search, which involves localization and identification of personal items of interest on images captured by robotic appliances, with each item referenced only by a few annotated images. The task is crucial for robotic home appliances and mobile systems, which need to process personal visual scenes or to operate with particular personal objects (e.g., for grasping or navigation). In practice, personal object search presents two main technical challenges. First, a robot vision system needs to be able to distinguish between many fine-grained classes, in the presence of occlusions and clutter. Second, the strict resource requirements for the on-device system restrict the usage of most state-of-the-art methods for few-shot learning and often prevent on-device adaptation. In this work, we propose Swiss DINO: a simple yet effective framework for one-shot personal object search based on the recent DINOv2 transformer model, which was shown to have strong zero-shot generalization properties. Swiss DINO handles challenging on-device personalized scene understanding requirements and does not require any adaptation training. We show significant improvement (up to 55%) in segmentation and recognition accuracy compared to the common lightweight solutions, and significant footprint reduction of backbone inference time (up to 100x) and GPU consumption (up to 10x) compared to the heavy transformer-based solutions."
Cross-Architecture Auxiliary Feature Space Translation for Efficient Few-Shot Personalized Object Detection,"Barbato, Francesco; Michieli, Umberto; Moon, Jijoong; Zanuttigh, Pietro; Ozay, Mete",https://arxiv.org/abs/2407.01193,"Recent years have seen object detection robotic systems deployed in several personal devices (e.g., home robots and appliances). This has highlighted a challenge in their design, i.e., they cannot efficiently update their knowledge to distinguish between general classes and user-specific instances (e.g., a dog vs. user's dog). We refer to this challenging task as Instance-level Personalized Object Detection (IPOD). The personalization task requires many samples for model tuning and optimization in a centralized server, raising privacy concerns. An alternative is provided by approaches based on recent large-scale Foundation Models, but their compute costs preclude on-device applications. In our work we tackle both problems at the same time, designing a Few-Shot IPOD strategy called AuXFT. We introduce a conditional coarse-to-fine few-shot learner to refine the coarse predictions made by an efficient object detector, showing that using an off-the-shelf model leads to poor personalization due to neural collapse. Therefore, we introduce a Translator block that generates an auxiliary feature space where features generated by a self-supervised model (e.g., DINOv2) are distilled without impacting the performance of the detector. We validate AuXFT on three publicly available datasets and one in-house benchmark designed for the IPOD task, achieving remarkable gains in all considered scenarios with excellent time-complexity trade-off: AuXFT reaches a performance of 80% its upper bound at just 32% of the inference time, 13% of VRAM and 19% of the model size."
Enhanced Model Robustness to Input Corruptions by Per-Corruption Adaptation of Normalization Statistics,"Camuffo, Elena; Michieli, Umberto; Milani, Simone; Moon, Jijoong; Ozay, Mete",https://arxiv.org/abs/2407.06450,"Developing a reliable vision system is a fundamental challenge for robotic technologies (e.g., indoor service robots and outdoor autonomous robots) which can ensure reliable navigation even in challenging environments such as adverse weather conditions (e.g., fog, rain), poor lighting conditions (e.g., over/under exposure), or sensor degradation (e.g., blurring, noise), and can guarantee high performance in safety-critical functions. Current solutions proposed to improve model robustness usually rely on generic data augmentation techniques or employ costly test-time adaptation methods. In addition, most approaches focus on addressing a single vision task (typically, image recognition) utilising synthetic data. In this paper, we introduce Per-corruption Adaptation of Normalization statistics (PAN) to enhance the model robustness of vision systems. Our approach entails three key components: (i) a corruption type identification module, (ii) dynamic adjustment of normalization layer statistics based on identified corruption type, and (iii) real-time update of these statistics according to input data. PAN can integrate seamlessly with any convolutional model for enhanced accuracy in several robot vision tasks. In our experiments, PAN obtains robust performance improvement on challenging real-world corrupted image datasets (e.g., OpenLoris, ExDark, ACDC), where most of the current solutions tend to fail. Moreover, PAN outperforms the baseline models by 20-30% on synthetic benchmarks in object recognition tasks."
Language-Guided Pattern Formation for Swarm Robotics with Multi-Agent Reinforcement Learning,"Liu, Hsu-Shen; Kuroki, So; Kozuno, Tadashi; Sun, Wei-Fang; Lee, Chun-Yi",,
RaNDT SLAM: Radar SLAM Based on Intensity-Augmented Normal Distributions Transform,"Hilger, Maximilian; Mandischer, Nils; Corves, Burkhard",https://arxiv.org/abs/2408.11576,"Rescue robotics sets high requirements to perception algorithms due to the unstructured and potentially vision-denied environments. Pivoting Frequency-Modulated Continuous Wave radars are an emerging sensing modality for SLAM in this kind of environment. However, the complex noise characteristics of radar SLAM makes, particularly indoor, applications computationally demanding and slow. In this work, we introduce a novel radar SLAM framework, RaNDT SLAM, that operates fast and generates accurate robot trajectories. The method is based on the Normal Distributions Transform augmented by radar intensity measures. Motion estimation is based on fusion of motion model, IMU data, and registration of the intensity-augmented Normal Distributions Transform. We evaluate RaNDT SLAM in a new benchmark dataset and the Oxford Radar RobotCar dataset. The new dataset contains indoor and outdoor environments besides multiple sensing modalities (LiDAR, radar, and IMU)."
Online Multi-Agent Pickup and Delivery with Task Deadlines,"Makino, Hiroya; Ito, Seigo",https://arxiv.org/abs/2403.12377,"Managing delivery deadlines in automated warehouses and factories is crucial for maintaining customer satisfaction and ensuring seamless production. This study introduces the problem of online multi-agent pickup and delivery with task deadlines (MAPD-D), an advanced variant of the online MAPD problem incorporating delivery deadlines. In the MAPD problem, agents must manage a continuous stream of delivery tasks online. Tasks are added at any time. Agents must complete their tasks while avoiding collisions with each other. MAPD-D introduces a dynamic, deadline-driven approach that incorporates task deadlines, challenging the conventional MAPD frameworks. To tackle MAPD-D, we propose a novel algorithm named deadline-aware token passing (D-TP). The D-TP algorithm calculates pickup deadlines and assigns tasks while balancing execution cost and deadline proximity. Additionally, we introduce the D-TP with task swaps (D-TPTS) method to further reduce task tardiness, enhancing flexibility and efficiency through task-swapping strategies. Numerical experiments were conducted in simulated warehouse environments to showcase the effectiveness of the proposed methods. Both D-TP and D-TPTS demonstrated significant reductions in task tardiness compared to existing methods. Our methods contribute to efficient operations in automated warehouses and factories with delivery deadlines."
MARPF: Multi-Agent and Multi-Rack Path Finding,"Makino, Hiroya; Ohama, Yoshihiro; Ito, Seigo",https://arxiv.org/abs/2403.12376,"In environments where many automated guided vehicles (AGVs) operate, planning efficient, collision-free paths is essential. Related research has mainly focused on environments with pre-defined passages, resulting in space inefficiency. We attempt to relax this assumption. In this study, we define multi-agent and multi-rack path finding (MARPF) as the problem of planning paths for AGVs to convey target racks to their designated locations in environments without passages. In such environments, an AGV without a rack can pass under racks, whereas one with a rack cannot pass under racks to avoid collisions. MARPF entails conveying the target racks without collisions, while the obstacle racks are relocated to prevent any interference with the target racks. We formulated MARPF as an integer linear programming problem in a network flow. To distinguish situations in which an AGV is or is not loading a rack, the proposed method introduces two virtual layers into the network. We optimized the AGVs' movements to move obstacle racks and convey the target racks. The formulation and applicability of the algorithm were validated through numerical experiments. The results indicated that the proposed algorithm addressed issues in environments with dense racks."
Optimal Sensing in Soft Pneumatic Actuators via Stretchable Optical Waveguides,"ALJaber, Faisal; Hassan, Ahmed; Vitanov, Ivan; Almeadadi, Noora; ALHAJRI, HIND; AlEnazi, Sara; Al-Marri, Rashid; Choe, Pilsung",,
A Fast Heuristic Scheduling Search for Robotic Cellular Manufacturing Systems with Generalized and Timed Petri Nets,"Xiao, YuanZheng; Gao, YangQing; Wu, Haoran; Huang, Bo; Lv, Jianyong",,
Continuous Rapid Learning by Human Imitation using Audio Prompts and One-Shot Learning,"Duque Domingo, Jaime; García-Gómez, Miguel; Zalama, Eduardo; Gomez Garcia Bermejo, Jaime",,
ASY-VRNet: Waterway Panoptic Driving Perception Model based on Asymmetric Fair Fusion of Vision and 4D mmWave Radar,"Guan, Runwei; Yao, Shanliang; Man, Ka Lok; Zhu, Xiaohui; Yue, Yong; Smith, Jeremy; Yue, Yutao; Lim, Eng Gee",https://arxiv.org/abs/2308.10287,"Panoptic Driving Perception (PDP) is critical for the autonomous navigation of Unmanned Surface Vehicles (USVs). A PDP model typically integrates multiple tasks, necessitating the simultaneous and robust execution of various perception tasks to facilitate downstream path planning. The fusion of visual and radar sensors is currently acknowledged as a robust and cost-effective approach. However, most existing research has primarily focused on fusing visual and radar features dedicated to object detection or utilizing a shared feature space for multiple tasks, neglecting the individual representation differences between various tasks. To address this gap, we propose a pair of Asymmetric Fair Fusion (AFF) modules with favorable explainability designed to efficiently interact with independent features from both visual and radar modalities, tailored to the specific requirements of object detection and semantic segmentation tasks. The AFF modules treat image and radar maps as irregular point sets and transform these features into a crossed-shared feature space for multitasking, ensuring equitable treatment of vision and radar point cloud features. Leveraging AFF modules, we propose a novel and efficient PDP model, ASY-VRNet, which processes image and radar features based on irregular super-pixel point sets. Additionally, we propose an effective multitask learning method specifically designed for PDP models. Compared to other lightweight models, ASY-VRNet achieves state-of-the-art performance in object detection, semantic segmentation, and drivable-area segmentation on the WaterScenes benchmark. Our project is publicly available at https://github.com/GuanRunwei/ASY-VRNet."
Robust-Adaptive Two-Loop Control for Robots with Mixed Rigid-Elastic Joints,"Hua, Minh Tuan; Sveen, Emil Mühlbradt; Schlanbusch, Siri Marte; Sanfilippo, Filippo",,
Archie Snr: A Robotic Platform for Autonomous Apple Fruitlet Thinning,"Williams, Henry; Qureshi, Ans; Smith, David Anthony James; Gee, Trevor; McGuinness, Benjamin John; Jangali, Rahul; Black, Kale; Harvey, Scott; Downes, Catherine; Lim, Shen Hin; Oliver, Richard; Duke, Mike; MacDonald, Bruce",,
Development of a Bendable and Extendable Soft Gripper Driven by Differential Worm Gear Mechanism,"Selvamuthu, Moses Gladson; Tadakuma, Riichiro",,
3D Object Visibility Prediction in Autonomous Driving,"Luo, Chuanyu; Cheng, Nuo; Zhong, Ren; Jiang, Haipeng; Chen, Wenyu; Wang, Aoli; Li, Pu",https://arxiv.org/abs/2403.03681,"With the rapid advancement of hardware and software technologies, research in autonomous driving has seen significant growth. The prevailing framework for multi-sensor autonomous driving encompasses sensor installation, perception, path planning, decision-making, and motion control. At the perception phase, a common approach involves utilizing neural networks to infer 3D bounding box (Bbox) attributes from raw sensor data, including classification, size, and orientation. In this paper, we present a novel attribute and its corresponding algorithm: 3D object visibility. By incorporating multi-task learning, the introduction of this attribute, visibility, negligibly affects the model's effectiveness and efficiency. Our proposal of this attribute and its computational strategy aims to expand the capabilities for downstream tasks, thereby enhancing the safety and reliability of real-time autonomous driving in real-world scenarios."
PGA: Personalizing Grasping Agents with Single Human-Robot Interaction,"Kim, Junghyun; Kang, Gi-Cheon; Kim, Jaein; Yang, Seoyun; Jung, Minjoon; Zhang, Byoung-Tak",https://arxiv.org/abs/2310.12547,"Language-Conditioned Robotic Grasping (LCRG) aims to develop robots that comprehend and grasp objects based on natural language instructions. While the ability to understand personal objects like my wallet facilitates more natural interaction with human users, current LCRG systems only allow generic language instructions, e.g., the black-colored wallet next to the laptop. To this end, we introduce a task scenario GraspMine alongside a novel dataset aimed at pinpointing and grasping personal objects given personal indicators via learning from a single human-robot interaction, rather than a large labeled dataset. Our proposed method, Personalized Grasping Agent (PGA), addresses GraspMine by leveraging the unlabeled image data of the user's environment, called Reminiscence. Specifically, PGA acquires personal object information by a user presenting a personal object with its associated indicator, followed by PGA inspecting the object by rotating it. Based on the acquired information, PGA pseudo-labels objects in the Reminiscence by our proposed label propagation algorithm. Harnessing the information acquired from the interactions and the pseudo-labeled objects in the Reminiscence, PGA adapts the object grounding model to grasp personal objects. This results in significant efficiency while previous LCRG systems rely on resource-intensive human annotations -- necessitating hundreds of labeled data to learn my wallet. Moreover, PGA outperforms baseline methods across all metrics and even shows comparable performance compared to the fully-supervised method, which learns from 9k annotated data samples. We further validate PGA's real-world applicability by employing a physical robot to execute GrsapMine. Code and data are publicly available at https://github.com/JHKim-snu/PGA."
Volumetric Semantically Consistent 3D Panoptic Mapping,"Miao, Yang; Armeni, Iro; Pollefeys, Marc; Barath, Daniel",https://arxiv.org/abs/2309.14737,"We introduce an online 2D-to-3D semantic instance mapping algorithm aimed at generating comprehensive, accurate, and efficient semantic 3D maps suitable for autonomous agents in unstructured environments. The proposed approach is based on a Voxel-TSDF representation used in recent algorithms. It introduces novel ways of integrating semantic prediction confidence during mapping, producing semantic and instance-consistent 3D regions. Further improvements are achieved by graph optimization-based semantic labeling and instance refinement. The proposed method achieves accuracy superior to the state of the art on public large-scale datasets, improving on a number of widely used metrics. We also highlight a downfall in the evaluation of recent studies: using the ground truth trajectory as input instead of a SLAM-estimated one substantially affects the accuracy, creating a large gap between the reported results and the actual performance on real-world data."
Precise Pick-and-Place using Score-Based Diffusion Networks,"Guo, Shih-Wei; Hsiao, Tsu-Ching; Liu, Yu-Lun; Lee, Chun-Yi",,
Visual Quality Inspection Planning: A Model-Based Framework for Generating Optimal and Feasible Inspection Poses,"Staderini, Vanessa; Glück, Tobias; Schneider, Philipp; Kugi, Andreas",,
Depth Helps: Improving Pre-trained RGB-based Policy with Depth Information Injection,"Pang, Xincheng; Xia, Wenke; Wang, Zhigang; Zhao, Bin; Hu, Di; Wang, Dong; Li, Xuelong",https://arxiv.org/abs/2408.05107,"3D perception ability is crucial for generalizable robotic manipulation. While recent foundation models have made significant strides in perception and decision-making with RGB-based input, their lack of 3D perception limits their effectiveness in fine-grained robotic manipulation tasks. To address these limitations, we propose a Depth Information Injection ($\bold{DI}^{\bold{2}}$) framework that leverages the RGB-Depth modality for policy fine-tuning, while relying solely on RGB images for robust and efficient deployment. Concretely, we introduce the Depth Completion Module (DCM) to extract the spatial prior knowledge related to depth information and generate virtual depth information from RGB inputs to aid policy deployment. Further, we propose the Depth-Aware Codebook (DAC) to eliminate noise and reduce the cumulative error from the depth prediction. In the inference phase, this framework employs RGB inputs and accurately predicted depth data to generate the manipulation action. We conduct experiments on simulated LIBERO environments and real-world scenarios, and the experiment results prove that our method could effectively enhance the pre-trained RGB-based policy with 3D perception ability for robotic manipulation. The website is released at https://gewu-lab.github.io/DepthHelps-IROS2024."
An Online RCM Adjusting System for Robot-Assisted Retinal Surgeries,"Xia, Jun; Wang, Ting; Ni, Huanqi; Li, Yanlin; Chen, Ruoxi; Nasseri, M. Ali; Lin, Haotian; Huang, Kai",,
A Deep Signed Directional Distance Function for Shape Representation,"Zobeidi, Ehsan; Atanasov, Nikolay",https://arxiv.org/abs/2107.11024,"Neural networks that map 3D coordinates to signed distance function (SDF) or occupancy values have enabled high-fidelity implicit representations of object shape. This paper develops a new shape model that allows synthesizing novel distance views by optimizing a continuous signed directional distance function (SDDF). Similar to deep SDF models, our SDDF formulation can represent whole categories of shapes and complete or interpolate across shapes from partial input data. Unlike an SDF, which measures distance to the nearest surface in any direction, an SDDF measures distance in a given direction. This allows training an SDDF model without 3D shape supervision, using only distance measurements, readily available from depth camera or Lidar sensors. Our model also removes post-processing steps like surface extraction or rendering by directly predicting distance at arbitrary locations and viewing directions. Unlike deep view-synthesis techniques, such as Neural Radiance Fields, which train high-capacity black-box models, our model encodes by construction the property that SDDF values decrease linearly along the viewing direction. This structure constraint not only results in dimensionality reduction but also provides analytical confidence about the accuracy of SDDF predictions, regardless of the distance to the object surface."
Progressive Query Refinement Framework for Bird's-Eye-View Semantic Segmentation from Surrounding Images,"Choi, Dooseop; Kang, Jungyu; An, Taeg-Hyun; An, Kyounghwan; KyoungWook, MIN",https://arxiv.org/abs/2407.17003,"Expressing images with Multi-Resolution (MR) features has been widely adopted in many computer vision tasks. In this paper, we introduce the MR concept into Bird's-Eye-View (BEV) semantic segmentation for autonomous driving. This introduction enhances our model's ability to capture both global and local characteristics of driving scenes through our proposed residual learning. Specifically, given a set of MR BEV query maps, the lowest resolution query map is initially updated using a View Transformation (VT) encoder. This updated query map is then upscaled and merged with a higher resolution query map to undergo further updates in a subsequent VT encoder. This process is repeated until the resolution of the updated query map reaches the target. Finally, the lowest resolution map is added to the target resolution to generate the final query map. During training, we enforce both the lowest and final query maps to align with the ground-truth BEV semantic map to help our model effectively capture the global and local characteristics. We also propose a visual feature interaction network that promotes interactions between features across images and across feature levels, thus highly contributing to the performance improvement. We evaluate our model on a large-scale real-world dataset. The experimental results show that our model outperforms the SOTA models in terms of IoU metric. Codes are available at https://github.com/d1024choi/ProgressiveQueryRefineNet"
Robust Imitation Learning for Mobile Manipulator Focusing on Task-Related Viewpoints and Regions,"Ishida, Yutaro; Noguchi, Yuki; Kanai, Takayuki; Shintani, Kazuhiro; Bitoh, Hiroshi",,
OPG-Policy: Occluded Push-Grasp Policy Learning with Amodal Segmentation,"Ding, Hao; Zeng, Yiming; Wan, Zhaoliang; Cheng, Hui",,
"Demonstrating a Robust Walking Algorithm for Underactuated Bipedal Robots in Non-flat, Non-stationary Environments","Dosunmu-Ogunbi, Oluwami; Shrivastava, Aayushi; Grizzle, J.W",https://arxiv.org/abs/2403.02486,"This work explores an innovative algorithm designed to enhance the mobility of underactuated bipedal robots across challenging terrains, especially when navigating through spaces with constrained opportunities for foot support, like steps or stairs. By combining ankle torque with a refined angular momentum-based linear inverted pendulum model (ALIP), our method allows variability in the robot's center of mass height. We employ a dual-strategy controller that merges virtual constraints for precise motion regulation across essential degrees of freedom with an ALIP-centric model predictive control (MPC) framework, aimed at enforcing gait stability. The effectiveness of our feedback design is demonstrated through its application on the Cassie bipedal robot, which features 20 degrees of freedom. Key to our implementation is the development of tailored nominal trajectories and an optimized MPC that reduces the execution time to under 500 microseconds--and, hence, is compatible with Cassie's controller update frequency. This paper not only showcases the successful hardware deployment but also demonstrates a new capability, a bipedal robot using a moving walkway."
IC-FPS: Instance-Centroid Faster Point Sampling Framework for 3D Point-based Object Detection,"Hu, Haotian; Wang, Fanyi; Zhang, Zhiwang",,
DNS-SLAM: Dense Neural Semantic-Informed SLAM,"Li, Kunyi; Niemeyer, Michael; Navab, Nassir; Tombari, Federico",https://arxiv.org/abs/2312.00204,"In recent years, coordinate-based neural implicit representations have shown promising results for the task of Simultaneous Localization and Mapping (SLAM). While achieving impressive performance on small synthetic scenes, these methods often suffer from oversmoothed reconstructions, especially for complex real-world scenes. In this work, we introduce DNS SLAM, a novel neural RGB-D semantic SLAM approach featuring a hybrid representation. Relying only on 2D semantic priors, we propose the first semantic neural SLAM method that trains class-wise scene representations while providing stable camera tracking at the same time. Our method integrates multi-view geometry constraints with image-based feature extraction to improve appearance details and to output color, density, and semantic class information, enabling many downstream applications. To further enable real-time tracking, we introduce a lightweight coarse scene representation which is trained in a self-supervised manner in latent space. Our experimental results achieve state-of-the-art performance on both synthetic data and real-world data tracking while maintaining a commendable operational speed on off-the-shelf hardware. Further, our method outputs class-wise decomposed reconstructions with better texture capturing appearance and geometric details."
PS6D: Point Cloud Based Symmetry-Aware 6D Object Pose Estimation in Robot Bin-Picking,"Yang, Yifan; Cui, Zhihao; Zhang, Qianyi; Liu, Jingtai",https://arxiv.org/abs/2405.11257,"6D object pose estimation holds essential roles in various fields, particularly in the grasping of industrial workpieces. Given challenges like rust, high reflectivity, and absent textures, this paper introduces a point cloud based pose estimation framework (PS6D). PS6D centers on slender and multi-symmetric objects. It extracts multi-scale features through an attention-guided feature extraction module, designs a symmetry-aware rotation loss and a center distance sensitive translation loss to regress the pose of each point to the centroid of the instance, and then uses a two-stage clustering method to complete instance segmentation and pose estimation. Objects from the Siléane and IPA datasets and typical workpieces from industrial practice are used to generate data and evaluate the algorithm. In comparison to the state-of-the-art approach, PS6D demonstrates an 11.5\% improvement in F$_{1_{inst}}$ and a 14.8\% improvement in Recall. The main part of PS6D has been deployed to the software of Mech-Mind, and achieves a 91.7\% success rate in bin-picking experiments, marking its application in industrial pose estimation tasks."
